Keyword,Keyword_Length_Score,Search_Volume_Scaled,Ranking Difficulty Score,Ranking Difficulty Scaled,Total Monthly Clicks Scaled,Broad CPC Score,Is Question Score,NSFW Score,Is_Good_Keyword,Label_Notes
20 effective sales funnel,2,0.44429286341111235,100,1,0.3712607321280216,1,0,1,0,
sales funnel pre sales/sales funnel,3,0.44429286341111235,100,1,0.3712607321280216,1,0,1,0,
establishing a sales funnel,2,0.44429286341111235,100,1,0.3712607321280216,1,0,1,1,
construction sales funnel example,2,0.4647788817135393,100,1,0.4873954768329804,1,0,1,0,
plr articles 2019 sales funnels,3,0.4647788817135393,100,1,0.3712607321280216,1,0,1,0,
b2b sales funnel stats,2,0.5125744690903496,100,1,0.5375168442542968,1,0,1,0,
best sales funnel for construction services,3,0.4647788817135393,100,1,0.3712607321280216,1,0,1,0,
best product sales funnel,2,0.5125744690903496,100,1,0.5375168442542968,1,0,1,0,
your first sales funnel plr,3,0.4647788817135393,100,1,0.3712607321280216,1,0,1,0,
sales funnel for service vs product,3,0.5125744690903496,100,1,0.4873954768329804,1,0,1,1,
what is sales funnel management,3,0.4647788817135393,74,0.74,0.3712607321280216,1,1,1,0,
woocommerce sales funnel builder,2,0.5020863365785918,100,1,0.3712607321280216,1,0,1,0,
top of funnel sales quotes,3,0.4647788817135393,100,1,0.3712607321280216,1,0,1,0,
sales funnel terminology cheatsheet,2,0.4647788817135393,100,1,0.4873954768329804,1,0,1,0,
t-shirt sales funnel,1,0.4647788817135393,100,1,0.4873954768329804,0,0,1,0,
sales funnel websites,1,0.5056716638358412,100,1,0.5375168442542968,1,0,1,0,
market funnel versus sales,2,0.4647788817135393,100,1,0.4873954768329804,1,0,1,0,
sales funnel vs sales pipeline,3,0.5056716638358412,78,0.78,0.5375168442542968,1,0,1,0,
sales funnel automation tools,2,0.48673415817951843,100,1,0.3712607321280216,1,0,1,0,
optimize a sales funnel,2,0.4647788817135393,100,1,0.4873954768329804,1,0,1,1,
single product sales funnels,2,0.5125744690903496,100,1,0.5375168442542968,1,0,1,0,
sales funnel plugin,1,0.5125744690903496,100,1,0.3712607321280216,1,0,1,0,
home value sales funnel,2,0.5125744690903496,100,1,0.4873954768329804,1,0,1,0,
sales funnel for churches,2,0.4647788817135393,100,1,0.3712607321280216,1,0,1,0,
sales funnel for local business,3,0.4647788817135393,100,1,0.4873954768329804,1,0,1,0,
fashion e-commerce sales funnel,2,0.4647788817135393,100,1,0.4873954768329804,1,0,1,0,
econimists on sales funnels,2,0.4647788817135393,100,1,0.3712607321280216,1,0,1,0,
5 day sales email funnel,3,0.4647788817135393,100,1,0.4873954768329804,1,0,1,0,
antique english sterling silver wine funnel for sale,3,0.5125744690903496,100,1,0.5375168442542968,1,0,1,0,
sales funnel amazon product,2,0.5125744690903496,100,1,0.5375168442542968,1,0,1,0,
how to create a sales funnel for free step by step,3,0.4647788817135393,100,1,0.3712607321280216,1,1,1,0,
clickfunnel video sales letter funnel,3,0.4647788817135393,100,1,0.4873954768329804,1,0,1,0,
tribe sales funnel,1,0.4647788817135393,100,1,0.3712607321280216,1,0,1,0,
sales funnels one page vs multiple pages,3,0.4647788817135393,100,1,0.3712607321280216,1,0,1,0,
your free sales funnel,2,0.4647788817135393,100,1,0.3712607321280216,1,0,1,0,
perfect sales funnel download,2,0.4647788817135393,100,1,0.3712607321280216,1,0,1,0,
sales funnel by insightsquared,2,0.4647788817135393,100,1,0.4873954768329804,1,0,1,0,
sales funnel last step,2,0.4647788817135393,100,1,0.4873954768329804,1,0,1,0,
sales funnel specialist linkedin,2,0.4647788817135393,100,1,0.4873954768329804,1,0,1,0,
facebook ad sales funnel with landing page,3,0.4647788817135393,100,1,0.3712607321280216,1,0,1,0,
autopilothq sales funnel,1,0.4647788817135393,100,1,0.4873954768329804,1,0,1,0,
sales funnel for video production agencies,3,0.5125744690903496,100,1,0.4873954768329804,1,0,1,0,
clickfunnels product sales funnel,2,0.4647788817135393,100,1,0.3712607321280216,1,0,1,0,
sales funnel=,0,0.4647788817135393,100,1,0.3712607321280216,0,0,1,0,
sales funnels simple graphics,2,0.4647788817135393,100,1,0.3712607321280216,1,0,1,0,
how to make a sales funnel graph in powerpoint,3,0.5125744690903496,100,1,0.5375168442542968,1,1,1,0,
where does a sales letter go in a funnel?,3,0.4647788817135393,100,1,0.3712607321280216,1,1,1,0,
indeed sales funnels,1,0.4647788817135393,100,1,0.3712607321280216,1,0,1,0,
list building video sales funnels,3,0.4647788817135393,100,1,0.3712607321280216,1,0,1,0,
clickfunnel example sales funnel,2,0.5125744690903496,100,1,0.5375168442542968,1,0,1,0,
how to create a funnel system for my webinar and product sales,3,0.5125744690903496,100,1,0.5375168442542968,1,1,1,1,
sales funnel models for it services,3,0.4647788817135393,100,1,0.4873954768329804,1,0,1,0,
diy sales funnel and landing pages with wordpress.,3,0.4647788817135393,100,1,0.4873954768329804,1,0,1,1,
gorgeous sales funnels,1,0.5125744690903496,100,1,0.4873954768329804,1,0,1,0,
market your sales funnel using blog,3,0.4647788817135393,100,1,0.3712607321280216,1,0,1,0,
copper funnels for sale,2,0.5125744690903496,100,1,0.3712607321280216,1,0,1,0,
zoho for sales funnels,2,0.5125744690903496,100,1,0.5375168442542968,1,0,1,0,
best consideration email for sales funnel,3,0.4647788817135393,100,1,0.3712607321280216,1,0,1,0,
advocare sales funnel,1,0.5125744690903496,100,1,0.4873954768329804,1,0,1,0,
flex watches sales funnel,2,0.5125744690903496,100,1,0.4873954768329804,1,0,1,0,
simple prospective sales funnel template,3,0.4647788817135393,100,1,0.3712607321280216,1,0,1,0,
sales funnel for heavy duty truck parts seller,3,0.5125744690903496,100,1,0.5375168442542968,1,0,1,0,
easiest way to set up a sales funnel,3,0.4647788817135393,100,1,0.3712607321280216,1,0,1,1,
doterra sales funnel[,1,0.4647788817135393,100,1,0.4873954768329804,1,0,1,0,
sales funnel icon png,2,0.4647788817135393,100,1,0.3712607321280216,1,0,1,0,
how to build a facebook sales funnel,3,0.5125744690903496,100,1,0.4873954768329804,1,1,1,0,
marketing sales implementation funnel,2,0.5125744690903496,100,1,0.4873954768329804,1,0,1,0,
digital advertising sales funnel,2,0.5125744690903496,100,1,0.4873954768329804,1,0,1,1,
best software for supplement sales funnels,3,0.4647788817135393,100,1,0.4873954768329804,1,0,1,0,
whmcs sales funnel,1,0.5125744690903496,100,1,0.4873954768329804,1,0,1,0,
zmot sales funnel,1,0.4647788817135393,100,1,0.3712607321280216,1,0,1,0,
sales funnel or sale funnel,3,0.4647788817135393,100,1,0.4873954768329804,1,0,1,0,
vortex funnels for sale,2,0.4647788817135393,100,1,0.4873954768329804,1,0,1,0,
optimizes the sales funnel,2,0.5125744690903496,100,1,0.5375168442542968,1,0,1,1,
sales funnel javascript,1,0.5125744690903496,100,1,0.5375168442542968,1,0,1,0,
inbound marketing sales funnel for content,3,0.4647788817135393,100,1,0.4873954768329804,1,0,1,1,
coaching sales funnel,1,0.5125744690903496,86,0.86,0.5375168442542968,1,0,1,0,
funneling sales,0,0.5125744690903496,100,1,0.5375168442542968,0,0,1,0,
how to finish a sales funnel,3,0.5125744690903496,100,1,0.5375168442542968,1,1,1,0,
working down sales funnel,2,0.4647788817135393,100,1,0.3712607321280216,1,0,1,0,
how much does it cost to build a sales funnel,3,0.4647788817135393,100,1,0.4873954768329804,1,1,1,0,
advertising sales funnel,1,0.4647788817135393,100,1,0.3712607321280216,1,0,1,0,
visual sales funnel online,2,0.5125744690903496,100,1,0.4873954768329804,1,0,1,0,
health coach sales funnel,2,0.5254234924358973,100,1,0.5509911136472015,1,0,1,0,
how to set up a sales funnel,3,0.6780806793699885,52,0.52,0.711076749,0,1,1,0,
sales funnel movement over time excel,3,0.5254234924358973,100,1,0.5509911136472015,1,0,1,0,
sales funnel builder for wordpress,3,0.5254234924358973,100,1,0.5509911136472015,1,0,1,0,
create a custom sales funnel,3,0.6065541214606821,100,1,0.6360696384577723,1,0,1,1,
build a sales funnel,2,0.5254234924358973,70,0.7,0.49704864540372573,0,0,1,0,
roofing sales funnel,1,0.5254234924358973,100,1,0.5509911136472015,1,0,1,0,
sales funnel challenge,1,0.5883663587591673,100,1,0.5826450379722601,1,0,1,1,
the sales funnel for tech solutions,3,0.6500439197737131,100,1,0.6360696384577723,1,0,1,0,
sales funnel email marketing,2,0.5254234924358973,74,0.74,0.47705222884332926,1,0,1,1,
sales funnel excel model,2,0.5254234924358973,100,1,0.5509911136472015,1,0,1,0,
tech sales funnel,1,0.5254234924358973,100,1,0.5509911136472015,1,0,1,0,
"""sales funnels"" ""services"" ""schedule a call""",3,0.5883663587591673,100,1,0.5826450379722601,1,0,1,0,
"""the blog sales funnel""",2,0.6370128022874986,100,1,0.6680104684941067,1,0,1,0,
tool to develop a visual template for a sales funnel that you can fill in,3,0.7249573229065104,100,1,0.7524506509957629,1,0,1,0,
best mlm sales funnel,2,0.5883663587591673,100,1,0.5826450379722601,1,0,1,0,
why are sales funnels good?,3,0.5556085808270379,100,1,0.5826450379722601,1,1,1,1,
sales funnel online,1,0.709690137,100,1,0.6447395281114626,1,0,1,0,
funnel cake deep fryer for sale,3,0.6780806793699885,77,0.77,0.7000222270779219,1,0,1,0,
sales funnel for pool company,3,0.5426994279494539,100,1,0.3712607321280216,1,0,1,0,
elementor sales funnel,1,0.5254234924358973,100,1,0.4873954768329804,1,0,1,0,
divi sales funnel page,2,0.5556085808270379,100,1,0.5375168442542968,1,0,1,0,
e commernce sales funnel,2,0.5254234924358973,100,1,0.5509911136472015,1,0,1,0,
learn how to build sales funnels,3,0.6970181850263112,100,1,0.7309357718656888,1,0,1,1,
text sms sales funnel,2,0.5883663587591673,100,1,0.6169968414284669,1,0,1,0,
best sales funnel 2019,2,0.5556085808270379,100,1,0.5375168442542968,1,0,1,0,
stages of the sales funnel,3,0.6226219325120035,100,1,0.49704864540372573,1,0,1,1,
etsy sales funnel,1,0.6065541214606821,100,1,0.6360696384577723,1,0,1,0,
telemarketing sales funnel,1,0.5556085808270379,100,1,0.4873954768329804,1,0,1,0,
why are my sales funnel emails not selling,3,0.5883663587591673,100,1,0.6169968414284669,1,0,1,1,
sales funnel with google doc,3,0.6065541214606821,100,1,0.6360696384577723,1,0,1,0,
sample sales funnel,1,0.5254234924358973,100,1,0.3712607321280216,1,0,1,0,
sales funnel done for you,3,0.7249573229065104,79,0.79,0.7602344555305266,1,0,1,0,
how to sell sales funnels,3,0.5883663587591673,100,1,0.5375168442542968,1,1,1,0,
webinar for sales funnel,2,0.5254234924358973,100,1,0.5509911136472015,1,0,1,0,
best sales funnels,1,0.6226219325120035,70,0.7,0.5826450379722601,1,0,1,0,
affiliate marketing sales funnel done for you,3,0.6370128022874986,100,1,0.6680104684941067,1,0,1,0,
the ultimate sales funnel,2,0.5883663587591673,100,1,0.5826450379722601,1,0,1,1,
car sales funnel,1,0.7450940310549541,88,0.88,0.711076749,0,0,1,0,
free sales funnel,1,0.6226219325120035,68,0.68,0.6529193249154452,1,0,1,0,
funnel science predictive sales and marketing anylysis,3,0.751202432,100,1,0.7602344555305266,1,0,1,0,
building sales funnels using mindmanager,3,0.5556085808270379,100,1,0.5375168442542968,1,0,1,0,
ebook sales funnel,1,0.5254234924358973,100,1,0.49704864540372573,1,0,1,0,
sales funnel graphic template,2,0.6226219325120035,100,1,0.3712607321280216,1,0,1,0,
brendon burchard sales funnel,2,0.5883663587591673,100,1,0.6169968414284669,1,0,1,0,
marketing and sales funnel prospects are defined as,3,0.6065541214606821,100,1,0.5826450379722601,1,0,1,0,
sales funnel model,1,0.5782868937216873,69,0.69,0.3712607321280216,1,0,1,0,
open source sales funnel software,3,0.6500439197737131,100,1,0.6680104684941067,1,0,1,0,
create your own sales funnel,3,0.5426994279494539,100,1,0.3712607321280216,1,0,1,1,
"""real estate developer"" marketing sales funnel",3,0.5254234924358973,100,1,0.5509911136472015,1,0,1,0,
sales funnel math,1,0.6065541214606821,100,1,0.6360696384577723,1,0,1,0,
sales funnel wikipedia,1,0.5883663587591673,100,1,0.6169968414284669,1,0,1,0,
manychats sales funnel setup,2,0.5556085808270379,100,1,0.5375168442542968,1,0,1,0,
best app shopify funnel sales,3,0.6370128022874986,100,1,0.6169968414284669,1,0,1,0,
sales funnel awareness consideration,2,0.5556085808270379,100,1,0.4873954768329804,1,0,1,0,
landing page and sales funnel,3,0.5254234924358973,100,1,0.5509911136472015,1,0,1,1,
russell brunson sales funnel,2,0.6370128022874986,87,0.87,0.5826450379722601,1,0,1,0,
sales funnel outdated,1,0.5556085808270379,100,1,0.4873954768329804,1,0,1,0,
whitepaper valuable content marketing types for moving prospects through sales funnel b2b july 2017,3,0.5254234924358973,100,1,0.5509911136472015,1,0,1,0,
hypertext software instant sales funnel,3,0.5254234924358973,100,1,0.5509911136472015,1,0,1,0,
optimus fuel funnel sale,2,0.5556085808270379,100,1,0.5826450379722601,1,0,1,0,
sales funnel conversion rate average,3,0.5883663587591673,100,1,0.6169968414284669,1,0,1,0,
sales funnel template free,2,0.7877372409766855,100,1,0.7997755189799128,1,0,1,0,
sales vs click funnel,2,0.5556085808270379,100,1,0.5375168442542968,1,0,1,0,
sales funnel developers,1,0.762663564,100,1,0.7877566774864215,1,0,1,0,
types of sales funnels,2,0.5883663587591673,85,0.85,0.4873954768329804,1,0,1,0,
pinterest sales funnel,1,0.5556085808270379,100,1,0.5826450379722601,0,0,1,0,
how to write facebook ad sales funnel,3,0.5254234924358973,100,1,0.5509911136472015,1,1,1,0,
examples of sales funnel propsal,3,0.5883663587591673,100,1,0.6169968414284669,1,0,1,0,
sales funnel on squarespace,2,0.6065541214606821,100,1,0.6360696384577723,1,0,1,0,
sales funnel layout,1,0.5883663587591673,100,1,0.5826450379722601,1,0,1,1,
3. at what phase of the sales funnel is social media most important,3,0.5883663587591673,100,1,0.5826450379722601,1,0,1,0,
how to define your sales funnel,3,0.5556085808270379,100,1,0.5826450379722601,1,1,1,0,
how to build a successful sales funnel,3,0.6500439197737131,73,0.73,0.5826450379722601,1,1,1,0,
resume  sales funnel  forecast and measure performance from lead generation through to close.,3,0.5254234924358973,100,1,0.5509911136472015,1,0,1,0,
sales funnel template word,2,0.7249573229065104,100,1,0.7524506509957629,1,0,1,0,
we will build a wordpress sales funnel,3,0.5556085808270379,100,1,0.5375168442542968,1,0,1,0,
done for you sales funnel system,3,0.7320010622777752,74,0.74,0.7399289671797024,1,0,1,0,
sales funnel categories,1,0.5556085808270379,100,1,0.4873954768329804,1,0,1,0,
sales funnel for online jewelry business,3,0.5556085808270379,100,1,0.5375168442542968,1,0,1,0,
